StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent-prolific,prolific_id,country_residence,hiring_experience,recommend-scale,open-form-explain,fit,quit,easy-to-manage,team-player,attention-binary-qs,gender,gender _3_TEXT,age,education,geography,work-experience,employment-status,employment-status _7_TEXT,specific-occupation,specific-occupation_6_TEXT,followup-jobtitle,followup-other,followup-other_1_TEXT,followup-other_2_TEXT,feedback,PROLIFIC_PID,resumes_randomization_DO_male-employee,resumes_randomization_DO_female-founder,resumes_randomization_DO_female-employee,resumes_randomization_DO_male-founder,specific-questions_DO_quit,specific-questions_DO_fit,specific-questions_DO_team-player,specific-questions_DO_easy-to-manage
2021-11-25T12:19:59Z,2021-11-25T12:23:35Z,IP Address,71.61.122.240,100,215,TRUE,2021-11-25T12:23:35Z,R_12u4q7X6gIwzveF,NA,NA,NA,NA,40.346893310546875,-79.868896484375,anonymous,EN,I consent,610933fa1d369f7bb87b05ec,United States,Yes,"Might or
might not recommend",Started own company but is now looking for a job,A slightly good fit,Not very likely,Not easy,A neither good nor bad team player,"Yes, an ex-founder",Female,NA,41,Associate or Bachelor's degree,Northeast,More than 20 years,Working,NA,Type name here:,STA,Teachers assistant,NA,NA,NA,NA,610933fa1d369f7bb87b05ec,NA,NA,NA,1,3,1,2,4
2021-11-25T12:21:28Z,2021-11-25T12:23:43Z,IP Address,208.114.44.38,100,135,TRUE,2021-11-25T12:23:44Z,R_1itIEHmYTdEdKCb,NA,NA,NA,NA,36.08790588378906,-97.89910125732422,anonymous,EN,I consent,6145a88c94a2c86532d36b0f,United States,Yes,"Might or
might not recommend",have to weigh other options to see who they are competing in the work force against,A slightly good fit,"Might or
might not quit",Easy,A slightly good team player,"No, not an ex-founder",Female,NA,23,High school degree,Midwest,5–10 years,Looking for work,NA,NA,NA,NA,NA,NA,NA,NA,6145a88c94a2c86532d36b0f,1,NA,NA,NA,1,3,2,4
2021-11-25T12:18:54Z,2021-11-25T12:23:55Z,IP Address,75.104.49.108,100,300,TRUE,2021-11-25T12:23:55Z,R_2QGnFBDZ5OaX0fj,NA,NA,NA,NA,45.52479553222656,-122.67890167236328,anonymous,EN,I consent,5a5e2bbfacc75b00017a8d93,United States,Yes,Probably recommend,good experience and longevity,A slightly good fit,Not likely,Neither easy nor difficult,A neither good nor bad team player,"No, not an ex-founder",Male,NA,64,Associate or Bachelor's degree,West,More than 20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,forestry,NA,thanks,5a5e2bbfacc75b00017a8d93,NA,1,NA,NA,2,4,3,1
2021-11-25T12:21:03Z,2021-11-25T12:24:14Z,IP Address,108.5.240.219,100,190,TRUE,2021-11-25T12:24:14Z,R_2OO9XXBAM13MnCE,NA,NA,NA,NA,40.93499755859375,-74.11759948730469,anonymous,EN,I consent,5c82a8cdfff8430015e9942f,United States,Yes,Very probably recommend,Good amount of experience and seems to be consistent in completing important projects.,A slightly good fit,Not likely,Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,34,Associate or Bachelor's degree,Northeast,10–20 years,Working,NA,Type name here:,Vornado Realty Trust,Senior Desktop Engineer,NA,NA,NA,NA,5c82a8cdfff8430015e9942f,NA,NA,NA,1,4,2,1,3
2021-11-25T12:21:10Z,2021-11-25T12:24:24Z,IP Address,73.106.98.141,100,194,TRUE,2021-11-25T12:24:25Z,R_33DMeBoMl4Z4oYF,NA,NA,NA,NA,34.203704833984375,-84.10310363769531,anonymous,EN,I consent,5ff12368d42dc550d649c762,United States,Yes,Definitely will recommend,Years of progressively responsibly marketing experience,An extremely good fit,Not very likely,Very easy,An extremely good team player,"No, not an ex-founder",Male,NA,55,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,A major edtech company,Sales Engineer,NA,NA,NA,no,5ff12368d42dc550d649c762,NA,NA,1,NA,1,3,4,2
2021-11-25T12:19:17Z,2021-11-25T12:25:02Z,IP Address,73.140.50.55,100,345,TRUE,2021-11-25T12:25:03Z,R_3yIAu8pVfpnD2Br,NA,NA,NA,NA,47.8302001953125,-122.33309936523438,anonymous,EN,I consent,61074d738b7ddc86e10167ad,United States,Yes,Definitely will recommend,"This candidate is well qualified and would bring excellent experience to any business seeking a marketing professional. She started out as a marketing assistant, worked her way up and ultimately co founded a marketing business.",A slightly good fit,Likely,Not easy,A moderately good team player,"Yes, an ex-founder",Female,NA,62,Associate or Bachelor's degree,West,More than 20 years,Other:,Retired,NA,NA,NA,NA,NA,NA,Thank you for the opportunity,61074d738b7ddc86e10167ad,NA,1,NA,NA,3,4,2,1
2021-11-25T12:16:49Z,2021-11-25T12:25:12Z,IP Address,72.70.99.82,100,502,TRUE,2021-11-25T12:25:12Z,R_12fo0Md3h6OqTFS,NA,NA,NA,NA,42.62190246582031,-70.67620086669922,anonymous,EN,I consent,5c92870723bd7e001870138e,United States,Yes,Probably not recommend,2 year gap is not explained,A moderately bad fit,Likely,"Definitely
not easy",A moderately bad team player,"Yes, an ex-founder",Male,NA,78,Master's degree,Northeast,More than 20 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,NA,5c92870723bd7e001870138e,NA,NA,NA,1,3,1,2,4
2021-11-25T12:23:34Z,2021-11-25T12:25:14Z,IP Address,24.185.181.49,100,100,TRUE,2021-11-25T12:25:15Z,R_RactxXsIMiAMYFj,NA,NA,NA,NA,41.2301025390625,-74.59629821777344,anonymous,EN,I consent,5dd33bd8f01cbe3350807cf6,United States,Yes,Very probably recommend,Seems to have the right amount of experience,A moderately good fit,Not likely,Neither easy nor difficult,A moderately good team player,"No, not an ex-founder",Male,NA,40,Associate or Bachelor's degree,Northeast,More than 20 years,Other:,Retired,NA,NA,NA,NA,NA,NA,NA,5dd33bd8f01cbe3350807cf6,NA,NA,NA,1,4,1,2,3
2021-11-25T12:22:21Z,2021-11-25T12:25:31Z,IP Address,75.11.198.254,100,189,TRUE,2021-11-25T12:25:31Z,R_3kwdsq2AR4zWWcd,NA,NA,NA,NA,36.21299743652344,-86.30110168457031,anonymous,EN,I consent,6100bb2660955ead768c8fcf,United States,Yes,Probably recommend,"He has experience in his field.  Four years at current position, I like to see consitency.",A slightly good fit,Not very likely,Neither easy nor difficult,A neither good nor bad team player,"No, not an ex-founder",Female,NA,39,Professional degree,South,10–20 years,Working,NA,Type name here:,State of Tennessee,Assistant Director,NA,NA,NA,NA,6100bb2660955ead768c8fcf,NA,NA,NA,1,3,4,2,1
2021-11-25T12:20:54Z,2021-11-25T12:25:59Z,IP Address,174.198.85.119,100,304,TRUE,2021-11-25T12:25:59Z,R_2Vx3keObDhE05SB,NA,NA,NA,NA,41.15229797363281,-96.03710174560547,anonymous,EN,I consent,60fded771d362f0624a42a38,United States,Yes,Probably not recommend,I have too many initial questions. Why is there a time gap between 2012-2014? Why does the format change between Best Buy (short bullets) and her own company (long bullets)? Why is she leaving a company she founded?I would imagine there are better candidates who could pass an initial resume screen more easily,A slightly bad fit,Likely,Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,28,Associate or Bachelor's degree,Midwest,5–10 years,Working,NA,Type name here:,Groupon,Senior Finance Manager,NA,NA,NA,NA,60fded771d362f0624a42a38,NA,1,NA,NA,3,4,2,1
2021-11-25T12:23:20Z,2021-11-25T12:26:28Z,IP Address,73.243.155.92,100,187,TRUE,2021-11-25T12:26:29Z,R_4H0BKOLW12FXeLv,NA,NA,NA,NA,39.59519958496094,-105.9740982055664,anonymous,EN,I consent,607435d7bb7c719940df00db,United States,Yes,Probably recommend,Good past experience and solid education,A moderately good fit,Not likely,Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,36,Associate or Bachelor's degree,Midwest,10–20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Construction,NA,NA,607435d7bb7c719940df00db,NA,NA,NA,1,2,3,1,4
2021-11-25T12:22:46Z,2021-11-25T12:26:30Z,IP Address,24.13.239.194,100,224,TRUE,2021-11-25T12:26:30Z,R_2QQBGJ1jIDOniva,NA,NA,NA,NA,42.104705810546875,-87.75659942626953,anonymous,EN,I consent,5d548912e1c7130018e019dc,United States,Yes,Very probably recommend,He background and education are impressive and I think she has a bright future,An extremely good fit,Not likely,Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,38,Associate or Bachelor's degree,Midwest,10–20 years,Working,NA,Type name here:,Aon,Vice President,NA,NA,NA,Thanks!,5d548912e1c7130018e019dc,NA,1,NA,NA,2,1,3,4
2021-11-25T12:22:44Z,2021-11-25T12:26:51Z,IP Address,174.202.165.46,100,247,TRUE,2021-11-25T12:26:52Z,R_2w4vd9B6asq4mS9,NA,NA,NA,NA,35.62109375,-97.47570037841797,anonymous,EN,I consent,5e4661f88bd52c1307647814,United States,Yes,Definitely will recommend,She is educated and well worked,A moderately good fit,Not very likely,Easy,A moderately good team player,"No, not an ex-founder",Male,NA,38,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,Tyson,Team manager,NA,NA,NA,NA,5e4661f88bd52c1307647814,NA,NA,1,NA,2,3,4,1
2021-11-25T12:21:57Z,2021-11-25T12:27:08Z,IP Address,71.81.196.231,100,310,TRUE,2021-11-25T12:27:08Z,R_3CE1GqzzT8ozqmd,NA,NA,NA,NA,35.539703369140625,-82.51509857177734,anonymous,EN,I consent,60c50f3ccf2eebcf270b9488,United States,Yes,Very probably recommend,He had the experience and education for the job.  I would want to interview him to confirm.,A slightly good fit,Likely,Easy,A slightly good team player,"No, not an ex-founder",Female,NA,53,"Some college, no degree",South,More than 20 years,Other:,art museum,NA,NA,NA,NA,NA,NA,It was clear.,60c50f3ccf2eebcf270b9488,1,NA,NA,NA,4,2,3,1
2021-11-25T12:24:22Z,2021-11-25T12:27:10Z,IP Address,73.114.182.41,100,168,TRUE,2021-11-25T12:27:10Z,R_3rGRBNukzhXRg6S,NA,NA,NA,NA,42.884796142578125,-73.19100189208984,anonymous,EN,I consent,610036375afd3ab1afe073e7,United States,Yes,Probably recommend,He has a solid work history and experience,A slightly good fit,Likely,Neither easy nor difficult,A neither good nor bad team player,"Yes, an ex-founder",Female,NA,58,Master's degree,Northeast,More than 20 years,Working,NA,Type name here:,Springer Nature,Commissioning Editor,NA,NA,NA,NA,610036375afd3ab1afe073e7,1,NA,NA,NA,4,3,1,2
2021-11-25T12:26:22Z,2021-11-25T12:28:01Z,IP Address,71.190.73.89,100,98,TRUE,2021-11-25T12:28:01Z,R_2zeX84tqY4ss63T,NA,NA,NA,NA,41.02130126953125,-73.6781005859375,anonymous,EN,I consent,5cb61331203ed50015becfe9,United States,Yes,Definitely will recommend,Well rounded jobs. Good work history,Neither a bad nor a good fit,Not very likely,Definitely easy,A neither good nor bad team player,"No, not an ex-founder",Male,NA,36,Professional degree,Northeast,5–10 years,Working,NA,Type name here:,Mhmg,Doctor,NA,NA,NA,NA,5cb61331203ed50015becfe9,NA,1,NA,NA,2,4,3,1
2021-11-25T12:24:07Z,2021-11-25T12:28:01Z,IP Address,47.135.207.171,100,234,TRUE,2021-11-25T12:28:02Z,R_1NsvL4TYdpxcqD1,NA,NA,NA,NA,35.48750305175781,-81.17549896240234,anonymous,EN,I consent,5f9d53c5a1f16e2576a935ed,United States,Yes,Very probably recommend,Lots of job experience. She has been at her current job for quite a while so doesn’t seem like a job hopper.,A moderately good fit,"Might or
might not quit",Very easy,A moderately good team player,"No, not an ex-founder",Female,NA,30,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,I work for a city organization. I don’t want to reveal the actual organization name.,Planetarium administrator,NA,NA,NA,NA,5f9d53c5a1f16e2576a935ed,NA,NA,1,NA,1,2,4,3
2021-11-25T12:23:20Z,2021-11-25T12:28:06Z,IP Address,67.2.176.187,100,286,TRUE,2021-11-25T12:28:06Z,R_2dmPKZuWFvOuTrM,NA,NA,NA,NA,40.64869689941406,-111.96820068359376,anonymous,EN,I consent,612175b1581ff09ff909259c,United States,Yes,Very probably recommend,"Works well with a team, has a significant amount of experience",A moderately good fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Female,NA,33,Associate or Bachelor's degree,West,5–10 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,NA,612175b1581ff09ff909259c,1,NA,NA,NA,2,4,3,1
2021-11-25T12:25:24Z,2021-11-25T12:28:09Z,IP Address,107.77.209.204,100,165,TRUE,2021-11-25T12:28:10Z,R_eeoc15k6FFPyXdv,NA,NA,NA,NA,41.87640380859375,-87.61329650878906,anonymous,EN,I consent,60fdd5732c9e665b27eac15e,United States,Yes,Very probably recommend,She seems well qualified and resume is very well put together,A moderately good fit,Very likely,Very easy,An extremely good team player,"No, not an ex-founder",Male,NA,30,Associate or Bachelor's degree,Midwest,5–10 years,Working,NA,Type name here:,Homesite,Actuary,NA,NA,NA,NA,60fdd5732c9e665b27eac15e,NA,NA,1,NA,3,2,1,4
2021-11-25T12:24:19Z,2021-11-25T12:28:10Z,IP Address,76.17.33.55,100,230,TRUE,2021-11-25T12:28:10Z,R_3qJ5EhG9dQnPNIe,NA,NA,NA,NA,33.997802734375,-83.71240234375,anonymous,EN,I consent,60fece35afedb0bdd821592a,United States,Yes,Probably recommend,Seems to have an extended amount of experience that would work well.,Neither a bad nor a good fit,Likely,Neither easy nor difficult,A moderately good team player,"Yes, an ex-founder",Female,NA,43,High school degree,South,More than 20 years,Working,NA,Type name here:,Caldwell,Service Administrator,NA,NA,NA,Make the resume font larger,60fece35afedb0bdd821592a,NA,NA,1,NA,2,3,1,4
2021-11-25T12:24:43Z,2021-11-25T12:28:40Z,IP Address,173.72.144.130,100,237,TRUE,2021-11-25T12:28:41Z,R_3NC0atZ793P8rjQ,NA,NA,NA,NA,39.0447998046875,-77.60420227050781,anonymous,EN,I consent,58810bc97b21a60001758c8b,United States,Yes,"Might or
might not recommend","I don't see enough stats on results, I see too many words, but not a lot of numbers backing them up",A moderately good fit,"Might or
might not quit",Very easy,A moderately good team player,"No, not an ex-founder",Female,NA,58,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,HCC LLC,Production Mgr,NA,NA,NA,NA,58810bc97b21a60001758c8b,1,NA,NA,NA,1,2,3,4
2021-11-25T12:19:19Z,2021-11-25T12:28:51Z,IP Address,72.198.66.208,100,571,TRUE,2021-11-25T12:28:51Z,R_3HOk9EGYQu4TeD7,NA,NA,NA,NA,35.4884033203125,-97.57060241699219,anonymous,EN,I consent,614fb055a7d4d923b73590fe,United States,Yes,Very probably recommend,this candidate has a lot of experience in marketing as a leader and team member; resume is organized and gets everything across on one page,A moderately good fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Male,NA,41,"Some college, no degree",South,10–20 years,Looking for work,NA,NA,NA,NA,NA,NA,NA,not sure,614fb055a7d4d923b73590fe,1,NA,NA,NA,1,2,3,4
2021-11-25T12:24:31Z,2021-11-25T12:28:59Z,IP Address,99.40.165.92,100,268,TRUE,2021-11-25T12:28:59Z,R_1IbjZdtsulY2EF8,NA,NA,NA,NA,28.91070556640625,-81.1957015991211,anonymous,EN,I consent,5fc2a0d49893540008bd113f,United States,Yes,Very probably recommend,Because they have the necessary skills experience and education for the position.,A slightly good fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Female,NA,44,High school degree,South,More than 20 years,Working,NA,Type name here:,Publix,Decorator/ Team Leader,NA,NA,NA,no it was easy,5fc2a0d49893540008bd113f,NA,1,NA,NA,3,4,1,2
2021-11-25T12:26:11Z,2021-11-25T12:29:03Z,IP Address,207.255.33.249,100,172,TRUE,2021-11-25T12:29:03Z,R_3oz5IY4No6KL82N,NA,NA,NA,NA,40.437103271484375,-78.36389923095703,anonymous,EN,I consent,5eb9d17513966810d521659f,United States,Yes,Probably recommend,"Has a lot of good experience, over a number of years",A moderately good fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Female,NA,34,PhD degree,Northeast,10–20 years,Working,NA,Type name here:,Penn State,Associate professor,NA,NA,NA,NA,5eb9d17513966810d521659f,1,NA,NA,NA,3,1,2,4
2021-11-25T12:26:48Z,2021-11-25T12:29:11Z,IP Address,73.227.155.68,100,143,TRUE,2021-11-25T12:29:11Z,R_1Ej3huO4RcvHywQ,NA,NA,NA,NA,41.555694580078125,-72.66320037841797,anonymous,EN,I consent,5e3079c558a8c8073fdb1ff9,United States,Yes,Probably recommend,I tbink while they have experience its someome willing to try new things i like,A slightly good fit,Likely,Very easy,A slightly good team player,"Yes, an ex-founder",Male,NA,32,"Some college, no degree",Northeast,10–20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Parts and service,NA,NA,5e3079c558a8c8073fdb1ff9,NA,NA,NA,1,1,4,3,2
2021-11-25T12:25:51Z,2021-11-25T12:29:37Z,IP Address,73.60.219.46,100,225,TRUE,2021-11-25T12:29:37Z,R_3scUgUWkYLO8sYm,NA,NA,NA,NA,42.85960388183594,-71.61470031738281,anonymous,EN,I consent,5bdcd88176d6d50001bc3849,United States,Yes,Very probably recommend,Appears to have solid work experience with progressively more responsiility and challenging work.  Has shown capability to handle task at hand and to advance further.,A moderately good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"Yes, an ex-founder",Male,NA,56,Associate or Bachelor's degree,Northeast,More than 20 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,NA,5bdcd88176d6d50001bc3849,NA,NA,NA,1,3,2,4,1
2021-11-25T12:26:38Z,2021-11-25T12:29:44Z,IP Address,68.12.141.86,100,186,TRUE,2021-11-25T12:29:44Z,R_24efwIxJIntEClf,NA,NA,NA,NA,35.514404296875,-97.58650207519531,anonymous,EN,I consent,5d6fbd3f9ba41b0018d20082,United States,Yes,Very probably recommend,Good credentials even if there is a two year gap.,A moderately good fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Male,NA,60,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,self,Owner,NA,NA,NA,NA,5d6fbd3f9ba41b0018d20082,1,NA,NA,NA,3,1,2,4
2021-11-25T12:26:07Z,2021-11-25T12:30:48Z,IP Address,98.30.148.241,100,280,TRUE,2021-11-25T12:30:48Z,R_UtJ4teYnQYzCJ33,NA,NA,NA,NA,39.08050537109375,-84.455902099609375,anonymous,EN,I consent,5916bba1c40353000150c46c,United States,Yes,Probably recommend,I think he has valuable marketing skills and seems like someone that would be great for a company like ours.,Neither a bad nor a good fit,"Might or
might not quit",Neither easy nor difficult,A neither good nor bad team player,"Yes, an ex-founder",Female,NA,50,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,Red Tag Digital,Manager,NA,NA,NA,Nothing needs to be improved.,5916bba1c40353000150c46c,NA,NA,NA,1,2,1,4,3
2021-11-25T12:26:22Z,2021-11-25T12:31:03Z,IP Address,24.168.116.212,100,280,TRUE,2021-11-25T12:31:03Z,R_2RV8xF7LnkRx21H,NA,NA,NA,NA,40.691497802734375,-73.853302001953125,anonymous,EN,I consent,5f330e8f72030b0fa290a172,United States,Yes,Very probably recommend,"Her CV is quite impressive, her experience is good. I think she will bring fame to our company.",A slightly good fit,Not likely,Not very easy,A neither good nor bad team player,"No, not an ex-founder",Female,NA,30,Associate or Bachelor's degree,Northeast,Less than 5 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,NA,5f330e8f72030b0fa290a172,NA,NA,1,NA,2,4,3,1
2021-11-25T12:27:52Z,2021-11-25T12:31:32Z,IP Address,104.49.183.189,100,220,TRUE,2021-11-25T12:31:32Z,R_1geIjrXEIRjEbQr,NA,NA,NA,NA,28.558807373046875,-81.34950256347656,anonymous,EN,I consent,60c146c9e1f6e39e397afa26,United States,Yes,Probably recommend,Seemed to have good experience and career progression,A moderately good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"No, not an ex-founder",Female,NA,38,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,VTS,Operations manager.,NA,NA,NA,NA,60c146c9e1f6e39e397afa26,NA,NA,1,NA,4,2,1,3
2021-11-25T12:28:11Z,2021-11-25T12:31:49Z,IP Address,142.54.27.89,100,217,TRUE,2021-11-25T12:31:49Z,R_BWJn8bzSGGvd9XX,NA,NA,NA,NA,43.658203125,-96.22119903564453,anonymous,EN,I consent,5d84d74aba692b001d6708b3,United States,Yes,Definitely will recommend,I thought they worked their way up quite quickly and it was impressive that they started their own successful business.,A slightly bad fit,Not likely,Easy,A moderately good team player,"No, not an ex-founder",Female,NA,38,Professional degree,Midwest,5–10 years,Working,NA,Type name here:,Minnesota State University Mankato,Assistant professor,NA,NA,NA,NA,5d84d74aba692b001d6708b3,NA,1,NA,NA,4,1,3,2
2021-11-25T12:29:29Z,2021-11-25T12:31:51Z,IP Address,71.44.217.115,100,142,TRUE,2021-11-25T12:31:51Z,R_32KqTIQB1kiQN1H,NA,NA,NA,NA,27.960006713867188,-82.4614028930664,anonymous,EN,I consent,5fbc56c0293d73121cdc1eb5,United States,Yes,Probably recommend,I think there is enough relevance in the jobs held and the educational background.,A moderately good fit,"Might or
might not quit",Easy,A moderately good team player,"No, not an ex-founder",Male,NA,33,Associate or Bachelor's degree,South,10–20 years,Working,NA,Type name here:,Bank of America,Branch Director,NA,NA,NA,NA,5fbc56c0293d73121cdc1eb5,NA,NA,1,NA,1,4,2,3
2021-11-25T12:28:15Z,2021-11-25T12:32:20Z,IP Address,107.5.153.140,100,244,TRUE,2021-11-25T12:32:21Z,R_3n2xq7wvzEtzFI4,NA,NA,NA,NA,43.010101318359375,-85.7593002319336,anonymous,EN,I consent,54847013fdf99b0379939c8a,United States,Yes,Very probably recommend,The resume detailed concrete improvements and additions that the candidate achieved. The bottom-line profits are a positive for the company.,Neither a bad nor a good fit,"Might or
might not quit",Neither easy nor difficult,A neither good nor bad team player,"No, not an ex-founder",Female,NA,39,Associate or Bachelor's degree,Midwest,10–20 years,Keeping house,NA,NA,NA,NA,NA,NA,NA,the ex-founder question came out of left field. I'm not even sure what that means.,54847013fdf99b0379939c8a,NA,1,NA,NA,3,2,4,1
2021-11-25T12:26:26Z,2021-11-25T12:32:21Z,IP Address,173.70.251.40,100,354,TRUE,2021-11-25T12:32:21Z,R_3DqIo3P7iuvJXZN,NA,NA,NA,NA,40.00309753417969,-74.22630310058594,anonymous,EN,I consent,5e3b0c1e96942c0564ce3018,United States,Yes,Very probably recommend,This candidate seems to be qualified in the area of marketing.  They have a degree in marketing and a work history that shows a path into their chosen career.   If I were hiring for a marketing position I would strongly consider this candidate.,An extremely good fit,Not likely,Easy,An extremely good team player,"No, not an ex-founder",Male,NA,46,"Some college, no degree",Northeast,10–20 years,Unable to work,NA,NA,NA,NA,NA,NA,NA,"the surcey was fine, It would be helpful to provide text boxes instead of one line so we can see what we are writing more clearly.",5e3b0c1e96942c0564ce3018,NA,NA,1,NA,3,1,2,4
2021-11-25T12:24:38Z,2021-11-25T12:33:15Z,IP Address,69.243.168.129,100,517,TRUE,2021-11-25T12:33:15Z,R_2OMwFskPimZmdIk,NA,NA,NA,NA,41.685302734375,-86.23290252685547,anonymous,EN,I consent,60bc8860d04f4ac80d319a5c,United States,Yes,Very probably recommend,This individual has extensive experience and comes across as confident. I am wondering why he is leaving the company he started and would ask or have someone ask that question.,Neither a bad nor a good fit,"Might or
might not quit",Not easy,A neither good nor bad team player,"Yes, an ex-founder",Male,NA,71,Associate or Bachelor's degree,Midwest,More than 20 years,Other:,Retired,NA,NA,NA,NA,NA,NA,"Allow respondents to choose a follow up question of the candidate, even multiple choice options with an ""other"" category would work.",60bc8860d04f4ac80d319a5c,NA,NA,NA,1,2,4,1,3
2021-11-25T12:27:22Z,2021-11-25T12:33:26Z,IP Address,67.1.227.181,100,364,TRUE,2021-11-25T12:33:26Z,R_3dEVcRRFeu2Q3s6,NA,NA,NA,NA,32.194305419921875,-110.97669982910156,anonymous,EN,I consent,5ea45eb9abef8a07bcced2bc,United States,Yes,Very probably recommend,Ran a successful business of which she was a co-founder. I would want to know why she was leaving this business,A moderately good fit,"Might or
might not quit",Not very easy,A neither good nor bad team player,"Yes, an ex-founder",Female,NA,74,Master's degree,West,More than 20 years,Other:,Retired,NA,NA,NA,NA,NA,NA,None,5ea45eb9abef8a07bcced2bc,NA,1,NA,NA,2,3,1,4
2021-11-25T12:21:56Z,2021-11-25T12:33:29Z,IP Address,40.142.188.113,100,693,TRUE,2021-11-25T12:33:29Z,R_3G2MPGWf4o3D7ku,NA,NA,NA,NA,41.32710266113281,-81.45130157470703,anonymous,EN,I consent,60b348a8332d26d4b88be6a1,United States,Yes,Definitely will recommend,I recommenddation lot of activities foe successfull marketing strategies.,An extremely good fit,Likely,Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,39,Associate or Bachelor's degree,Northeast,5–10 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,IT sector,NA,This is important study.,60b348a8332d26d4b88be6a1,NA,1,NA,NA,2,1,4,3
2021-11-25T12:30:32Z,2021-11-25T12:33:59Z,IP Address,71.227.90.0,100,207,TRUE,2021-11-25T12:34:00Z,R_3FVRTqsRJrllTsU,NA,NA,NA,NA,42.426300048828125,-82.901397705078125,anonymous,EN,I consent,5d3899e31c8fb9001ca6183c,United States,Yes,Definitely will recommend,"They have significant experience in multiple roles in the marketing field, and have proven to be capable of managing a team.",A moderately good fit,"Might or
might not quit",Very easy,A moderately good team player,"No, not an ex-founder",Male,NA,36,Associate or Bachelor's degree,Midwest,10–20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Business/Social,NA,NA,5d3899e31c8fb9001ca6183c,1,NA,NA,NA,2,1,4,3
2021-11-25T12:26:51Z,2021-11-25T12:33:59Z,IP Address,67.149.255.199,100,428,TRUE,2021-11-25T12:34:00Z,R_24pdYUhCPAnVvsj,NA,NA,NA,NA,42.65629577636719,-83.12310028076172,anonymous,EN,I consent,5bd4c1d09afb5b00015c5bdd,United States,Yes,Definitely will recommend,He has a well-rounded background in marketing and has successfully led an 8-person marketing team for the past 7 years.,A slightly good fit,Not very likely,Easy,An extremely good team player,"No, not an ex-founder",Male,NA,70,Associate or Bachelor's degree,Midwest,More than 20 years,Other:,Working part-time,NA,NA,NA,NA,NA,NA,"Off-hand, I do not have any suggestions at this time.",5bd4c1d09afb5b00015c5bdd,1,NA,NA,NA,3,4,1,2
2021-11-25T12:24:48Z,2021-11-25T12:34:00Z,IP Address,172.58.140.72,100,551,TRUE,2021-11-25T12:34:00Z,R_33Da0pPyZgsTQMk,NA,NA,NA,NA,41.80400085449219,-87.707000732421875,anonymous,EN,I consent,57bf14513c449a000189c89a,United States,Yes,"Might or
might not recommend","Only concern is it's been a long time in last position so I would want to understand why ... were there family reasons? Also the 2 best buy ""jobs"" are concurrent, which is an odd thing to see on a resume. Why did she do it that way? So I would want to interview her before deciding on a suggestion to others.",A moderately good fit,Not very likely,Neither easy nor difficult,An extremely good team player,"No, not an ex-founder",Male,NA,68,Master's degree,Midwest,More than 20 years,Other:,"Retired, but doing MTurk/Prolific a lot to pay for rent increase",NA,NA,NA,NA,NA,NA,this is underpaid for a serious consideration,57bf14513c449a000189c89a,NA,NA,1,NA,1,2,4,3
2021-11-25T12:31:35Z,2021-11-25T12:34:26Z,IP Address,99.8.109.220,100,170,TRUE,2021-11-25T12:34:26Z,R_3R9z6SDsmtT05gJ,NA,NA,NA,NA,38.81129455566406,-121.26429748535156,anonymous,EN,I consent,5f5e32a0d6a12c6857b8e127,United States,Yes,Definitely will recommend,The candidate seems highly qualified both in their education and career experience.,An extremely good fit,"Definitely
will not quit",Definitely easy,An extremely good team player,"No, not an ex-founder",Male,NA,25,"Some college, no degree",West,5–10 years,Working,NA,Type name here:,EDMCI,Electrician,NA,NA,NA,Nothing to add,5f5e32a0d6a12c6857b8e127,NA,NA,1,NA,3,2,4,1
